Year,Geography,GeographyType,Indicator,Drug type,Value,ValueType
2018,Monroe,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),28,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,14,Count
2018,Montgomery,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Count
2018,Montgomery,County,Drug Overdose Deaths Involving Cocaine, Cocaine,4,Count
2018,Montgomery,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,23,Count
2018,Montgomery,County,Drug Overdose Deaths Involving Heroin, Heroin,8,Count
2018,Montgomery,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,11,Count
2018,Montgomery,County,Drug Overdose Deaths Involving All Opioids, All Opioids,40,Count
2018,Montgomery,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,10,Count
2018,Montgomery,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,7,Count
2018,Montgomery,County,All Drug Overdose Deaths,All Drug Overdose Deaths,58,Count
2018,Montgomery,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),10,Count
2018,Montgomery,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,7,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,10,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving All Opioids, All Opioids,18,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,5,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Montgomery,County,All Drug Overdose Deaths,All Drug Overdose Deaths,27,Rate
2018,Montgomery,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),5,Rate
2018,Moore,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2018,Moore,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,1,Count
2018,Moore,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Moore,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2018,Moore,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Moore,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2018,Moore,County,Drug Overdose Deaths Involving All Opioids, All Opioids,1,Count
2018,Moore,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Moore,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2018,Moore,County,All Drug Overdose Deaths,All Drug Overdose Deaths,1,Count
2018,Moore,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2018,Moore,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2018,Moore,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Moore,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Moore,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2018,Moore,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Moore,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Moore,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Moore,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Moore,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Moore,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Moore,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2018,Morgan,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2018,Morgan,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2018,Morgan,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Morgan,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2018,Morgan,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Morgan,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2018,Morgan,County,Drug Overdose Deaths Involving All Opioids, All Opioids,3,Count
2018,Morgan,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Morgan,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Morgan,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2018,Morgan,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count
2018,Morgan,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Morgan,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2018,Morgan,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Morgan,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Morgan,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Morgan,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2018,Morgan,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Morgan,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Morgan,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Morgan,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Morgan,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,94,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,45,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,63,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,140,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,76,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,62,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,200,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,71,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,41,Count
2018,Nashville and Davidson Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,242,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),40,Count
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,13,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,9,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,19,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,10,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,8,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,27,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,10,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,5,Rate
2018,Nashville and Davidson Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,33,Rate
2018,Nashville and Davidson Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),5,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,19,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,39,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,10,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Heroin, Heroin,3,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,41,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,59,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,10,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,34,Count
2018,Northeast Tennessee,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,86,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),19,Count
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,6,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,11,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,3,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,12,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,17,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,3,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,9,Rate
2018,Northeast Tennessee,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,25,Rate
2018,Northeast Tennessee,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),6,Rate
2018,Obion,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2018,Obion,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2018,Obion,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Obion,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,3,Count
2018,Obion,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Obion,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2018,Obion,County,Drug Overdose Deaths Involving All Opioids, All Opioids,3,Count
2018,Obion,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Obion,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Obion,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2018,Obion,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count
2018,Obion,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Obion,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2018,Obion,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Obion,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Obion,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Obion,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Obion,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Obion,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Obion,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Obion,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Obion,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Overton,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2018,Overton,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Count
2018,Overton,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Overton,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,2,Count
2018,Overton,County,Drug Overdose Deaths Involving Heroin, Heroin,1,Count
2018,Overton,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2018,Overton,County,Drug Overdose Deaths Involving All Opioids, All Opioids,5,Count
2018,Overton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2018,Overton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Count
2018,Overton,County,All Drug Overdose Deaths,All Drug Overdose Deaths,6,Count
2018,Overton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2018,Overton,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Overton,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Overton,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Overton,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Overton,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2018,Overton,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Overton,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Overton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Overton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Overton,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Overton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Perry,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2018,Perry,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2018,Perry,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Perry,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2018,Perry,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Perry,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2018,Perry,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Count
2018,Perry,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Perry,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Perry,County,All Drug Overdose Deaths,All Drug Overdose Deaths,0,Count
2018,Perry,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2018,Perry,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Perry,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Perry,County,All Drug Overdose Deaths,All Drug Overdose Deaths,0,Rate
2018,Perry,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2018,Pickett,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2018,Pickett,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2018,Pickett,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Pickett,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2018,Pickett,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Pickett,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2018,Pickett,County,Drug Overdose Deaths Involving All Opioids, All Opioids,1,Count
2018,Pickett,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2018,Pickett,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Pickett,County,All Drug Overdose Deaths,All Drug Overdose Deaths,1,Count
2018,Pickett,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2018,Pickett,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Pickett,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2018,Pickett,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Pickett,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2018,Pickett,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Pickett,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2018,Pickett,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Pickett,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Pickett,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Pickett,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Pickett,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Polk,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2018,Polk,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2018,Polk,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Polk,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2018,Polk,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Polk,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2018,Polk,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Count
2018,Polk,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Polk,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Polk,County,All Drug Overdose Deaths,All Drug Overdose Deaths,2,Count
2018,Polk,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count
2018,Polk,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Polk,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2018,Polk,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Polk,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2018,Polk,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Polk,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2018,Polk,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Rate
2018,Polk,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Polk,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Polk,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Polk,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Putnam,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,10,Count
2018,Putnam,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Count
2018,Putnam,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Putnam,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,4,Count
2018,Putnam,County,Drug Overdose Deaths Involving Heroin, Heroin,4,Count
2018,Putnam,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,4,Count
2018,Putnam,County,Drug Overdose Deaths Involving All Opioids, All Opioids,8,Count
2018,Putnam,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,3,Count
2018,Putnam,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,3,Count
2018,Putnam,County,All Drug Overdose Deaths,All Drug Overdose Deaths,20,Count
2018,Putnam,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),10,Count
2018,Putnam,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,16,Rate
2018,Putnam,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Putnam,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Putnam,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Putnam,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2018,Putnam,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Putnam,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Putnam,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Putnam,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Putnam,County,All Drug Overdose Deaths,All Drug Overdose Deaths,30,Rate
2018,Putnam,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),16,Rate
2018,Rhea,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,3,Count
2018,Rhea,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,2,Count
2018,Rhea,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Rhea,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2018,Rhea,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Rhea,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,2,Count
2018,Rhea,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2018,Rhea,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2018,Rhea,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,2,Count
2018,Rhea,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2018,Rhea,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),3,Count
2018,Rhea,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Rhea,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Rhea,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Rhea,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2018,Rhea,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Rhea,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Rhea,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Rhea,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Rhea,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Rhea,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Rhea,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Roane,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,4,Count
2018,Roane,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,9,Count
2018,Roane,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2018,Roane,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,7,Count
2018,Roane,County,Drug Overdose Deaths Involving Heroin, Heroin,4,Count
2018,Roane,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,17,Count
2018,Roane,County,Drug Overdose Deaths Involving All Opioids, All Opioids,25,Count
2018,Roane,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,2,Count
2018,Roane,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,9,Count
2018,Roane,County,All Drug Overdose Deaths,All Drug Overdose Deaths,29,Count
2018,Roane,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),4,Count
2018,Roane,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Roane,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Roane,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
